X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
397162.49,141258.39,25143296,2025/09/19 15:17:55+00,DAY,OTHERS,THEFT/OTHER,3900 - 3999 BLOCK OF 14TH STREET NW,397162.49,141258.39,4,4C,4,404,Cluster 18,002504 1,2504,Precinct 47,38.93920946,-77.03272935,,2025/09/19 01:00:00+00,2025/09/19 15:05:00+00,811411793,
400850.5639,130488.6833,25143511,2025/09/19 21:12:41+00,EVENING,OTHERS,THEFT F/AUTO,3300 - 3399 BLOCK OF 12TH STREET SE,400850.5639,130488.6833,8,8C,7,705,Cluster 39,007304 1,7304,Precinct 120,38.8421961,-76.99020247,,2025/09/19 17:30:00+00,2025/09/19 18:15:00+00,811411794,
405791.2,137581.08,25146010,2025/09/24 16:37:49+00,DAY,OTHERS,THEFT/OTHER,4800 - 4815 BLOCK OF MEADE STREET NE,405791.2,137581.08,7,7C,6,602,Cluster 31,007806 2,7806,Precinct 93,38.90606857,-76.93323224,,2025/09/22 11:00:00+00,2025/09/22 20:00:00+00,811411867,
397699.99,136718.62,25147178,2025/09/26 16:50:08+00,DAY,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF G STREET NW,397699.99,136718.62,2,2C,2,209,Cluster 8,005802 5,5802,Precinct 129,38.8983153,-77.02651433,DOWNTOWN,2025/09/26 16:15:00+00,2025/09/26 16:17:00+00,811411868,
399886.83,136928.01,25148824,2025/09/29 18:26:28+00,DAY,OTHERS,THEFT/OTHER,300 - 399 BLOCK OF H STREET NE,399886.83,136928.01,6,6C,1,104,Cluster 25,010602 3,10602,Precinct 83,38.90020456,-77.00130465,,2025/09/29 17:21:00+00,,811411869,
401135.63,136474.47,25149872,2025/10/01 17:53:44+00,DAY,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF E STREET NE,401135.63,136474.47,6,6A,1,104,Cluster 25,008001 2,8001,Precinct 81,38.89611818,-76.98690895,,2025/10/01 00:30:00+00,2025/10/01 16:35:00+00,811411870,
405302.2057,137346.0187,25168347,2025/09/10 14:34:15+00,DAY,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF 44TH STREET NE,405302.2057,137346.0187,7,7C,6,602,Cluster 31,007806 2,7806,Precinct 93,38.90395415,-76.93887176,,2025/09/05 22:00:00+00,2025/09/05 23:00:00+00,811411971,
395861.49,137976.15,25423908,2025/09/09 15:33:12+00,DAY,OTHERS,THEFT/OTHER,2100 - 2199 BLOCK OF P STREET NW,395861.49,137976.15,2,2B,2,208,Cluster 6,005502 2,5502,Precinct 14,38.90963684,-77.04771599,DUPONT CIRCLE,2025/09/06 16:55:00+00,2025/09/07 16:55:00+00,811412010,
397139.14,145041.31,25423996,2025/09/13 13:02:00+00,DAY,OTHERS,THEFT/OTHER,1350 - 1399 BLOCK OF MAIN DRIVE NW,397139.14,145041.31,4,4A,4,401,Cluster 40,010300 1,10300,Precinct 62,38.97328692,-77.03301446,,2025/09/02 14:00:00+00,2025/09/12 21:00:00+00,811412011,
400134.7,135836.54,25424000,2025/09/13 13:32:45+00,DAY,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF 6TH STREET NE,400134.7,135836.54,6,6C,1,108,Cluster 26,008200 1,8200,Precinct 85,38.89037219,-76.99844736,,2025/09/12 11:45:00+00,2025/09/13 11:45:00+00,811412012,
398244.35,140953.11,25424093,2025/09/24 10:31:52+00,MIDNIGHT,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF QUEBEC PLACE NW,398244.35,140953.11,1,1E,4,409,Cluster 2,003200 1,3200,Precinct 43,38.93646223,-77.02024982,,2025/09/17 17:30:00+00,2025/09/17 17:31:00+00,811412013,
393567.06,143855.26,25424192,2025/09/29 15:32:56+00,DAY,OTHERS,THEFT/OTHER,5420 - 5499 BLOCK OF CONNECTICUT AVENUE NW,393567.06,143855.26,3,3/4G,,,Cluster 10,001100 1,1100,Precinct 32,38.9625838,-77.0742253,,2025/09/26 06:45:00+00,2025/09/26 06:50:00+00,811412014,
397430.66,136664.37,25424238,2025/10/01 12:02:59+00,DAY,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF 13TH STREET NW,397430.66,136664.37,2,2C,2,209,Cluster 8,005802 1,5802,Precinct 129,38.89782585,-77.02961894,DOWNTOWN,2025/09/20 17:23:00+00,2025/09/20 17:27:00+00,811412015,
400827.9935,130646.1315,25140647,2025/09/14 14:29:39+00,DAY,OTHERS,MOTOR VEHICLE THEFT,3200 - 3299 BLOCK OF 12TH STREET SE,400827.9935,130646.1315,8,8C,7,705,Cluster 39,007304 1,7304,Precinct 120,38.84361449,-76.99046227,,2025/09/13 22:00:00+00,2025/09/14 05:00:00+00,811412152,
397694.83,146283.34,25140788,2025/09/14 22:32:41+00,EVENING,OTHERS,THEFT/OTHER,7816 - 7899 BLOCK OF GEORGIA AVENUE NW,397694.83,146283.34,4,4A,4,401,Cluster 16,001600 1,1600,Precinct 62,38.98447704,-77.02660595,,2025/09/14 19:00:00+00,2025/09/14 20:08:00+00,811412153,
396391.21,147065.43,25141710,2025/09/16 14:11:46+00,DAY,OTHERS,THEFT F/AUTO,1700 - 1790 BLOCK OF SYCAMORE STREET NW,396391.21,147065.43,4,4A,4,401,Cluster 16,001600 4,1600,Precinct 62,38.99151787,-77.04165627,,2025/09/16 13:45:00+00,2025/09/16 14:00:00+00,811412154,
402357.64,134072.23,25142824,2025/09/18 18:34:53+00,DAY,OTHERS,BURGLARY,2200 - 2305 BLOCK OF PENNSYLVANIA AVENUE SE,402357.64,134072.23,7,7B,6,607,Cluster 34,007601 1,7601,Precinct 111,38.87447546,-76.97283039,,2025/09/18 16:34:00+00,2025/09/18 17:30:00+00,811412155,
394694.5,137385.74,25143011,2025/09/18 23:49:49+00,EVENING,OTHERS,THEFT/OTHER,1026 - 1099 BLOCK OF 31ST STREET NW,394694.5,137385.74,2,2E,2,206,Cluster 4,000102 3,102,Precinct 5,38.90431195,-77.06116653,GEORGETOWN,2025/09/18 21:16:00+00,2025/09/18 23:45:00+00,811412156,
393344.88,141646.95,25143073,2025/09/19 03:37:20+00,MIDNIGHT,OTHERS,THEFT F/AUTO,4100 - 4199 BLOCK OF WISCONSIN AVENUE NW,393344.88,141646.95,3,3A,2,202,Cluster 11,001002 2,1002,Precinct 29,38.94268909,-77.07676746,,2025/09/18 16:15:00+00,2025/09/18 16:30:00+00,811412157,
399489.6,137576.25,25143233,2025/09/19 13:24:13+00,DAY,OTHERS,THEFT/OTHER,1200 - 1229 BLOCK OF 1ST STREET NE,399489.6,137576.25,6,6E,5,501,Cluster 25,010601 1,10601,Precinct 144,38.90604399,-77.00588449,NOMA,2025/09/19 12:17:00+00,2025/09/19 12:53:00+00,811412158,
398650.93,145225.01,25145218,2025/09/23 08:23:35+00,MIDNIGHT,OTHERS,THEFT/OTHER,200 - 399 BLOCK OF CARROLL STREET NW,398650.93,145225.01,4,4B,4,401,Cluster 17,001702 2,1702,Precinct 63,38.97494536,-77.0155687,,2025/09/22 23:04:00+00,2025/09/22 23:06:00+00,811412159,
396017.3,146612.7,25145403,2025/09/23 14:14:08+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1871 - 2199 BLOCK OF PLYMOUTH STREET NW,396017.3,146612.7,4,4A,4,401,Cluster 16,001600 4,1600,Precinct 62,38.98743797,-77.04596968,,2025/09/23 13:17:00+00,2025/09/23 13:55:00+00,811412160,
401822.23,136399.9,25145643,2025/09/23 20:48:14+00,EVENING,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF 18TH STREET NE,401822.23,136399.9,7,7D,5,507,Cluster 25,007901 2,7901,Precinct 81,38.89544527,-76.97899432,,2025/09/23 20:01:00+00,2025/09/23 20:47:00+00,811412161,
399497.08,144380.44,25145798,2025/09/24 01:17:48+00,EVENING,OTHERS,THEFT F/AUTO,100 - 199 BLOCK OF TUCKERMAN STREET NE,399497.08,144380.44,4,4B,4,406,Cluster 19,009505 2,9505,Precinct 64,38.96733816,-77.00580324,,2025/09/22 23:00:00+00,2025/09/23 20:30:00+00,811412162,
395540.72,137406.13,25145984,2025/09/24 14:12:11+00,DAY,OTHERS,THEFT F/AUTO,1100 - 1199 BLOCK OF 24TH STREET NW,395540.72,137406.13,2,2A,2,207,Cluster 5,005503 1,5503,Precinct 4,38.90450033,-77.05141069,,2025/09/17 13:45:00+00,2025/09/17 14:15:00+00,811412163,
405971.34,136743.92,25146542,2025/09/25 15:04:26+00,DAY,OTHERS,THEFT/OTHER,4900 - 4919 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,405971.34,136743.92,7,7C,6,602,Cluster 31,007804 1,7804,Precinct 97,38.89852594,-76.93116266,,2025/09/25 13:00:00+00,2025/09/25 14:30:00+00,811412164,
401340.49,138664.22,25146845,2025/09/26 00:19:46+00,EVENING,OTHERS,ROBBERY,1400 - 1499 BLOCK OF NEW YORK AVENUE NE,401340.49,138664.22,5,5D,5,506,Cluster 23,008803 1,8803,Precinct 76,38.91584392,-76.98454314,,2025/09/25 23:01:00+00,,811412165,
399950.2357,130370.9597,25147218,2025/09/26 18:20:24+00,DAY,OTHERS,THEFT/OTHER,3300 - 3399 BLOCK OF 4TH STREET SE,399950.2357,130370.9597,8,8C,7,707,Cluster 39,009803 1,9803,Precinct 122,38.84113601,-77.00057322,,2025/09/26 17:06:00+00,2025/09/26 18:07:00+00,811412166,
397116.56,138634.4,25147756,2025/09/27 15:45:07+00,DAY,OTHERS,BURGLARY,1400 - 1499 BLOCK OF T STREET NW,397116.56,138634.4,2,2F,3,301,Cluster 3,004300 4,4300,Precinct 141,38.91557159,-77.03324811,,2025/09/27 05:42:00+00,2025/09/27 07:19:00+00,811412167,
396163.67,137783.54,25147832,2025/09/27 21:57:38+00,EVENING,OTHERS,THEFT F/AUTO,1900 - 1999 BLOCK OF SUNDERLAND PLACE NW,396163.67,137783.54,2,2B,2,208,Cluster 6,010700 2,10700,Precinct 14,38.90790311,-77.04423085,,2025/09/25 14:30:00+00,2025/09/25 16:30:00+00,811412168,
401791.78,140185.69,25147887,2025/09/27 20:36:54+00,EVENING,OTHERS,THEFT F/AUTO,3100 - 3199 BLOCK OF 18TH STREET NE,401791.78,140185.69,5,5B,5,504,Cluster 22,009400 2,9400,Precinct 70,38.92954901,-76.97933545,,2025/09/27 19:16:00+00,2025/09/27 20:25:00+00,811412169,
400232.9163,135255.0956,25148271,2025/09/30 09:45:07+00,MIDNIGHT,OTHERS,THEFT/OTHER,600 - 669 BLOCK OF PENNSYLVANIA AVENUE SE,400232.9163,135255.0956,6,6B,1,107,Cluster 26,006500 1,6500,Precinct 89,38.8851343,-76.99731546,CAPITOL HILL,2025/09/28 14:58:00+00,2025/09/28 15:05:00+00,811412170,
397497.46,136718.53,25149940,2025/10/01 19:51:41+00,EVENING,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF G STREET NW,397497.46,136718.53,2,2C,2,209,Cluster 8,005802 1,5802,Precinct 129,38.89831393,-77.02884908,DOWNTOWN,2025/10/01 18:34:00+00,2025/10/01 19:50:00+00,811412171,
397329.86,138634.39,25423934,2025/09/10 12:02:47+00,DAY,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF T STREET NW,397329.86,138634.39,1,1B,3,305,Cluster 3,004402 1,4402,Precinct 22,38.91557217,-77.03078861,,2025/09/09 19:54:00+00,2025/09/09 19:54:00+00,811412327,
398813.85,133394.87,25424255,2025/10/02 10:03:59+00,MIDNIGHT,OTHERS,THEFT/OTHER,1700 - 1899 BLOCK OF 2ND STREET SW,398813.85,133394.87,6,6D,,,Cluster 9,006400 2,6400,Precinct 127,38.86837589,-77.01366811,,2025/10/01 15:00:00+00,2025/10/01 15:15:00+00,811412328,
397390.12,137889.53,25424304,2025/10/04 16:31:51+00,DAY,OTHERS,THEFT/OTHER,1334 - 1499 BLOCK OF VERMONT AVENUE NW,397390.12,137889.53,2,2F,3,307,Cluster 7,005003 1,5003,Precinct 17,38.9088624,-77.03009094,,2025/10/02 01:00:00+00,2025/10/02 16:00:00+00,811412329,
399695.2,137774,25514871,2025/09/26 00:52:37+00,EVENING,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF 2ND STREET NE,399695.2,137774,6,6E,5,501,Cluster 25,010601 2,10601,Precinct 144,38.90782549,-77.00351418,NOMA,2025/09/26 00:21:00+00,2025/09/26 00:46:00+00,811412419,
397162.81,141494.52,25423950,2025/09/10 20:31:58+00,EVENING,OTHERS,THEFT/OTHER,4100 - 4199 BLOCK OF 14TH STREET NW,397162.81,141494.52,4,4C,4,404,Cluster 18,002504 2,2504,Precinct 47,38.94133659,-77.03272664,,2025/09/09 00:15:00+00,2025/09/09 23:15:00+00,811412545,
397685.1,142084.87,25150251,2025/10/02 04:05:15+00,MIDNIGHT,GUN,ROBBERY,4600 - 4699 BLOCK OF GEORGIA AVENUE NW,397685.1,142084.87,4,4E,4,404,Cluster 18,002002 1,2002,Precinct 48,38.94665616,-77.02670408,,2025/10/02 02:57:00+00,2025/10/02 04:00:00+00,811412552,
398631.52,141465.71,25151064,2025/10/03 20:33:05+00,EVENING,OTHERS,BURGLARY,300 - 314 BLOCK OF TAYLOR STREET NW,398631.52,141465.71,4,4C,4,407,Cluster 18,002301 2,2301,Precinct 45,38.94108057,-77.01578519,,2025/10/03 20:30:00+00,2025/10/03 20:50:00+00,811412553,
405204.63,134392.73,25151229,2025/10/04 01:08:32+00,EVENING,OTHERS,THEFT/OTHER,810 - 899 BLOCK OF BURNS STREET SE,405204.63,134392.73,7,7E,6,605,Cluster 33,007707 1,7707,Precinct 106,38.87735041,-76.94001906,,2025/10/02 19:47:00+00,2025/10/02 19:55:00+00,811412554,
402359.2294,133919.4895,25151712,2025/10/05 00:45:22+00,EVENING,OTHERS,THEFT/OTHER,2300 - 2399 BLOCK OF NICHOLSON STREET SE,402359.2294,133919.4895,8,8A,6,607,Cluster 34,007601 1,7601,Precinct 133,38.87309951,-76.9728126,,2025/10/01 17:42:00+00,2025/10/03 18:00:00+00,811412555,
400436.65,135836.34,25424034,2025/09/17 12:02:51+00,DAY,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF 8TH STREET NE,400436.65,135836.34,6,6C,1,108,Cluster 26,008200 1,8200,Precinct 85,38.8903703,-76.99496689,,2025/09/15 12:15:00+00,2025/09/15 12:17:00+00,811412670,
396838.8,140360.75,25424043,2025/09/17 15:33:17+00,DAY,OTHERS,THEFT F/AUTO,3200 - 3299 BLOCK OF 16TH STREET NW,396838.8,140360.75,1,1D,3,302,Cluster 2,002702 1,2702,Precinct 40,38.93112214,-77.03645883,,2025/08/24 21:30:00+00,2025/08/24 21:30:00+00,811412671,
396843.46,142604.76,25424055,2025/09/17 23:32:02+00,EVENING,OTHERS,THEFT/OTHER,5000 - 5099 BLOCK OF 16TH STREET NW,396843.46,142604.76,4,4E,4,404,Cluster 18,002002 1,2002,Precinct 54,38.95133685,-77.03641541,,2025/09/17 19:45:00+00,2025/09/17 20:15:00+00,811412672,
397564.06,136801.67,25424129,2025/09/24 15:32:56+00,DAY,OTHERS,THEFT/OTHER,700 - 799 BLOCK OF 12TH STREET NW,397564.06,136801.67,2,2C,2,209,Cluster 8,005802 1,5802,Precinct 129,38.89906308,-77.02808162,DOWNTOWN,2025/09/22 17:00:00+00,2025/09/22 20:30:00+00,811412673,
399878.21,137742.29,25424147,2025/09/25 15:02:07+00,DAY,OTHERS,THEFT/OTHER,300 - 385 BLOCK OF FLORIDA AVENUE NE,399878.21,137742.29,5,5D,5,501,Cluster 23,008803 2,8803,Precinct 76,38.90753988,-77.00140417,,2025/09/25 14:35:00+00,2025/09/25 14:35:00+00,811412674,
398358,137782.88,25424179,2025/09/27 16:02:00+00,DAY,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF 5TH STREET NW,398358,137782.88,2,2G,3,308,Cluster 7,004802 2,4802,Precinct 18,38.907904,-77.01893139,,2025/09/16 16:06:00+00,2025/09/16 22:00:00+00,811412675,
396567.99,138305.54,25424227,2025/10/01 11:31:49+00,DAY,OTHERS,THEFT/OTHER,1700 - 1749 BLOCK OF R STREET NW,396567.99,138305.54,2,2B,3,301,Cluster 6,005302 1,5302,Precinct 15,38.91260714,-77.03957187,,2025/09/25 12:50:00+00,2025/09/28 13:00:00+00,811412676,
403587.973,135089.3207,25136306,2025/09/06 19:58:05+00,EVENING,OTHERS,THEFT/OTHER,3300 - 3399 BLOCK OF ELY PLACE SE,403587.973,135089.3207,7,7B,6,603,Cluster 32,007708 2,7708,Precinct 132,38.88363365,-76.95864664,,2025/09/06 15:49:00+00,2025/09/06 16:27:00+00,811412775,
398758.71,145213.06,25138426,2025/09/10 16:53:39+00,DAY,OTHERS,THEFT/OTHER,100 - 199 BLOCK OF CARROLL STREET NW,398758.71,145213.06,4,4B,4,401,Cluster 17,001702 2,1702,Precinct 63,38.97483787,-77.01432486,,2025/09/10 15:54:00+00,2025/09/10 15:55:00+00,811412776,
397115.33,137709.95,25138450,2025/09/10 17:50:47+00,DAY,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF N STREET NW,397115.33,137709.95,2,2F,2,208,Cluster 7,005203 1,5203,Precinct 17,38.90724382,-77.03325841,,2025/09/09 19:22:00+00,2025/09/09 19:33:00+00,811412777,
404370.02,136293.08,25139162,2025/09/11 22:14:00+00,EVENING,OTHERS,THEFT/OTHER,3905 - 3999 BLOCK OF MINNESOTA AVENUE NE,404370.02,136293.08,7,7F,6,603,Cluster 32,009603 3,9603,Precinct 102,38.89447403,-76.94962547,,2025/09/11 21:54:00+00,2025/09/11 22:14:00+00,811412778,
400335.11,131003.33,25140057,2025/09/13 09:46:46+00,MIDNIGHT,OTHERS,THEFT/OTHER,2730 - 2899 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400335.11,131003.33,8,8C,7,707,Cluster 39,010400 3,10400,Precinct 123,38.84683262,-76.99613966,,2025/09/13 09:07:00+00,2025/09/13 09:45:00+00,811412779,
398098.85,136808.92,25140140,2025/09/15 18:30:38+00,DAY,OTHERS,THEFT/OTHER,700 - 799 BLOCK OF 7TH STREET NW,398098.85,136808.92,2,2C,1,101,Cluster 8,005801 2,5801,Precinct 129,38.89912971,-77.02191656,DOWNTOWN,2025/09/13 14:40:00+00,2025/09/13 16:30:00+00,811412780,
398099.31,138469.46,25141190,2025/09/15 15:11:11+00,DAY,OTHERS,ROBBERY,7TH STREET NW AND S STREET NW,398099.31,138469.46,2,1B,3,307,Cluster 3,004801 2,4801,Precinct 137,38.91408843,-77.02191585,,2025/09/15 14:15:00+00,2025/09/15 15:00:00+00,811412781,
391066.12,139692.59,25141827,2025/09/16 19:45:50+00,EVENING,KNIFE,ASSAULT W/DANGEROUS WEAPON,5100 - 5199 BLOCK OF SHERIER PLACE NW,391066.12,139692.59,3,3D,2,205,Cluster 13,000902 2,902,Precinct 8,38.92506342,-77.10302771,,2025/09/16 16:05:00+00,2025/09/16 16:10:00+00,811412782,
396999.96,140521.12,25424101,2025/09/24 11:02:52+00,DAY,OTHERS,THEFT/OTHER,1400 - 1599 BLOCK OF NEWTON STREET NW,396999.96,140521.12,1,1A,4,408,Cluster 2,002802 1,2802,Precinct 41,38.93256737,-77.03460084,,2025/09/17 20:10:00+00,2025/09/17 22:06:00+00,811412958,
401257.43,135836.05,25424191,2025/09/29 15:02:57+00,DAY,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF 14TH STREET NE,401257.43,135836.05,6,6A,1,108,Cluster 26,008002 2,8002,Precinct 86,38.89036689,-76.98550606,,2025/09/27 13:50:00+00,2025/09/27 13:55:00+00,811412959,
399590.8466,129254.6746,25144237,2025/09/21 05:18:22+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,100 - 199 BLOCK OF ATLANTIC STREET SE,399590.8466,129254.6746,8,8D,7,707,Cluster 39,009803 2,9803,Precinct 124,38.83107991,-77.00471225,,2025/09/21 02:59:00+00,2025/09/21 05:15:00+00,811413195,
406249.4832,135945.5863,25144369,2025/09/21 11:01:28+00,DAY,OTHERS,THEFT/OTHER,100 - 199 BLOCK OF DIVISION AVENUE NE,406249.4832,135945.5863,7,7C,6,608,Cluster 33,007808 1,7808,Precinct 96,38.89133232,-76.9279635,,2025/09/21 08:26:00+00,2025/09/21 11:01:00+00,811413196,
397162.01,140804.05,25423913,2025/09/09 17:02:52+00,DAY,OTHERS,THEFT/OTHER,3506 - 3540 BLOCK OF 14TH STREET NW,397162.01,140804.05,1,1A,4,408,Cluster 2,002900 2,2900,Precinct 41,38.93511663,-77.03273301,,2025/09/07 17:00:00+00,2025/09/07 17:30:00+00,811413303,
396385.26,137809.53,25423989,2025/09/12 22:02:27+00,EVENING,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF 18TH STREET NW,396385.26,137809.53,2,2B,2,208,Cluster 6,010700 2,10700,Precinct 15,38.90813818,-77.04167618,,2025/09/12 15:15:00+00,2025/09/12 15:20:00+00,811413304,
400088.2354,135528.4045,25424069,2025/09/19 11:31:45+00,DAY,OTHERS,THEFT/OTHER,500 - 599 BLOCK OF INDEPENDENCE AVENUE SE,400088.2354,135528.4045,6,6B,1,107,Cluster 26,006600 1,6600,Precinct 89,38.8875964,-76.99898298,,2025/09/18 18:03:00+00,2025/09/18 18:17:00+00,811413305,
397265.63,144484.64,25424265,2025/10/02 11:32:38+00,DAY,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF TEWKESBURY PLACE NW,397265.63,144484.64,4,4A,4,402,Cluster 17,001804 1,1804,Precinct 61,38.96827271,-77.03155254,,2025/10/01 04:35:00+00,2025/10/01 17:10:00+00,811413500,
397919.4,137069.63,25144387,2025/09/21 12:10:45+00,DAY,OTHERS,THEFT/OTHER,900 - 999 BLOCK OF 9TH STREET NW,397919.4,137069.63,2,2C,1,101,Cluster 8,005802 5,5802,Precinct 129,38.90147787,-77.02398606,DOWNTOWN,2025/09/21 10:52:00+00,2025/09/21 12:11:00+00,811413581,
398758.71,145213.06,25144929,2025/09/22 15:46:15+00,DAY,OTHERS,THEFT/OTHER,100 - 199 BLOCK OF CARROLL STREET NW,398758.71,145213.06,4,4B,4,401,Cluster 17,001702 2,1702,Precinct 63,38.97483787,-77.01432486,,2025/09/22 14:28:00+00,2025/09/22 14:29:00+00,811413582,
391587.02,142021.93,25145503,2025/09/23 17:22:01+00,DAY,OTHERS,THEFT F/AUTO,4900 - 4908 BLOCK OF MASSACHUSETTS AVENUE NW,391587.02,142021.93,3,3D,2,205,Cluster 13,000904 2,904,Precinct 9,38.94605194,-77.09704913,,2025/09/23 13:37:00+00,,811413583,
401650.35,131306.07,25145939,2025/09/24 14:00:30+00,DAY,OTHERS,BURGLARY,3156 - 3248 BLOCK OF STANTON ROAD SE,401650.35,131306.07,8,8C,7,704,Cluster 38,007404 1,7404,Precinct 117,38.84955835,-76.98098789,,2025/09/24 11:27:00+00,,811413584,
401935.17,136161.85,25146257,2025/09/24 22:33:36+00,EVENING,OTHERS,ROBBERY,1820 - 1899 BLOCK OF C STREET NE,401935.17,136161.85,7,7D,5,507,Cluster 25,007901 2,7901,Precinct 81,38.89330059,-76.97769308,,2025/09/24 19:40:00+00,2025/09/24 20:12:00+00,811413585,
398946.41,139092.76,25146475,2025/09/25 11:42:11+00,DAY,OTHERS,THEFT F/AUTO,2200 - 2299 BLOCK OF 1ST STREET NW,398946.41,139092.76,5,5E,3,306,Cluster 21,003301 1,3301,Precinct 135,38.91970474,-77.01214934,,2025/09/24 22:00:00+00,2025/09/25 11:00:00+00,811413586,
400754.28,141106.02,25146499,2025/09/25 13:18:22+00,DAY,OTHERS,THEFT F/AUTO,1100 - 1179 BLOCK OF MICHIGAN AVENUE NE,400754.28,141106.02,5,5B,4,405,Cluster 20,009504 1,9504,Precinct 68,38.93784112,-76.9912999,,2025/09/24 12:00:00+00,2025/09/24 19:35:00+00,811413587,
402061,135138,25146957,2025/09/26 10:30:07+00,MIDNIGHT,KNIFE,ASSAULT W/DANGEROUS WEAPON,1900 BLOCK OF D STREET SE,402061,135138,7,7F,1,107,Cluster 26,006804 1,6804,Precinct 80,38.88407708,-76.9762457,,2025/09/26 01:17:00+00,2025/09/26 01:20:00+00,811413588,
397056.55,139838.14,25136620,2025/09/07 04:53:26+00,MIDNIGHT,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF HARVARD STREET NW,397056.55,139838.14,1,1A,3,304,Cluster 2,003702 2,3702,Precinct 36,38.92641507,-77.03394523,,2025/09/07 03:52:00+00,2025/09/07 04:23:00+00,811413748,
397696.94,145403.16,25137307,2025/09/09 13:57:05+00,DAY,OTHERS,THEFT F/AUTO,7100 - 7199 BLOCK OF GEORGIA AVENUE NW,397696.94,145403.16,4,4B,4,401,Cluster 17,010300 3,10300,Precinct 63,38.97654819,-77.02657864,,2025/09/08 15:56:00+00,2025/09/08 17:09:00+00,811413749,
400435.97,140443.64,25137379,2025/09/08 20:03:07+00,EVENING,OTHERS,THEFT/OTHER,3400 - 3499 BLOCK OF 8TH STREET NE,400435.97,140443.64,5,5F,5,502,Cluster 21,009201 1,9201,Precinct 74,38.93187442,-76.99497181,,2025/09/08 15:44:00+00,2025/09/08 18:53:00+00,811413750,
397496.85,136885.09,25137766,2025/09/09 13:34:26+00,DAY,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF H STREET NW,397496.85,136885.09,2,2C,2,209,Cluster 8,005802 1,5802,Precinct 129,38.89981436,-77.02885672,DOWNTOWN,2025/09/09 12:45:00+00,2025/09/09 13:15:00+00,811413751,
398317.92,134827.17,25138445,2025/09/10 17:32:19+00,DAY,OTHERS,THEFT F/AUTO,500 - 598 BLOCK OF G STREET SW,398317.92,134827.17,6,6D,1,103,Cluster 9,010202 2,10202,Precinct 142,38.88127781,-77.01938625,SOUTHWEST,2025/09/10 15:30:00+00,2025/09/10 15:40:00+00,811413752,
401864.1842,132165.5429,25139188,2025/09/12 01:03:39+00,EVENING,OTHERS,THEFT/OTHER,1800 - 1815 BLOCK OF ERIE STREET SE,401864.1842,132165.5429,8,8A,7,701,Cluster 28,007504 1,7504,Precinct 114,38.85730042,-76.97852218,,2025/09/11 23:01:00+00,2025/09/11 23:39:00+00,811413753,
398476,138369.08,25424272,2025/10/02 12:04:23+00,DAY,OTHERS,THEFT/OTHER,1700 - 1739 BLOCK OF NEW JERSEY AVENUE NW,398476,138369.08,2,2G,,,Cluster 21,004801 3,4801,Precinct 18,38.9131849,-77.01757221,,2025/09/26 04:45:00+00,2025/09/26 05:05:00+00,811413880,
405182.78,135041.05,25136838,2025/09/07 18:38:11+00,DAY,OTHERS,MOTOR VEHICLE THEFT,4310 - 4399 BLOCK OF E STREET SE,405182.78,135041.05,7,7E,6,604,Cluster 33,009907 2,9907,Precinct 103,38.88319085,-76.94026598,,2025/09/07 18:12:00+00,2025/09/07 18:38:00+00,811414399,
397832.86,137665.54,25137221,2025/09/08 14:01:52+00,DAY,OTHERS,THEFT F/AUTO,1 - 1299 BLOCK OF BLAGDEN ALLEY NW,397832.86,137665.54,2,2G,3,307,Cluster 7,004902 2,4902,Precinct 129,38.90684583,-77.02498561,,2025/09/07 20:00:00+00,2025/09/08 12:30:00+00,811414400,
